                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.1703,                 3.4619,                 4.0274,                0.00309,                0.67699,                0.01431,                0.00348,                 3.8194,                 3.7454,                 4.4479,             0.00065882,             0.00065882,             0.00065882
